3.533720000000000194e-01,1.171389999999999931e-01,4.000000000000000000e+00
-3.123319999999999985e-01,-2.072289999999999965e-01,2.000000000000000000e+00
4.488489999999999980e-01,1.176969999999999961e-01,4.000000000000000000e+00
-3.343889999999999918e-01,-1.369970000000000085e-03,2.000000000000000000e+00
3.655689999999999773e-01,1.104440000000000005e-01,4.000000000000000000e+00
-1.677569999999999895e-01,-3.219249999999999889e-02,2.000000000000000000e+00
2.182989999999999930e-01,4.497749999999999804e-01,1.000000000000000000e+00
1.355200000000000016e-01,-1.423699999999999966e-01,3.000000000000000000e+00
-3.936729999999999952e-01,7.930460000000000287e-02,2.000000000000000000e+00
1.967099999999999960e-01,-1.448599999999999888e-01,3.000000000000000000e+00
2.249639999999999973e-01,-2.328340000000000132e-01,3.000000000000000000e+00
6.894089999999999940e-02,-1.356330000000000036e-01,3.000000000000000000e+00
8.645669999999999744e-02,2.920050000000000145e-01,1.000000000000000000e+00
-2.661890000000000089e-01,-1.514250000000000040e-01,2.000000000000000000e+00
-3.216140000000000110e-01,-1.990059999999999885e-01,2.000000000000000000e+00
-2.506990000000000052e-01,-7.811640000000000250e-02,2.000000000000000000e+00
3.964899999999999675e-02,2.937569999999999903e-01,1.000000000000000000e+00
2.715969999999999773e-01,3.896040000000000059e-01,1.000000000000000000e+00
1.021699999999999969e-01,-1.411789999999999989e-01,3.000000000000000000e+00
1.813230000000000119e-01,4.862580000000000235e-01,1.000000000000000000e+00
2.009529999999999927e-01,-1.882050000000000112e-01,3.000000000000000000e+00
1.250829999999999997e-01,-1.155499999999999999e-01,3.000000000000000000e+00
1.012939999999999952e-01,4.798029999999999795e-01,1.000000000000000000e+00
2.893569999999999753e-01,3.522310000000000163e-01,1.000000000000000000e+00
-4.110110000000000152e-01,2.363240000000000063e-01,2.000000000000000000e+00
1.881680000000000019e-01,-1.270439999999999903e-01,3.000000000000000000e+00
5.764199999999999879e-02,2.747040000000000037e-01,1.000000000000000000e+00
4.031379999999999963e-01,1.033270000000000022e-01,4.000000000000000000e+00
3.778739999999999877e-01,1.633759999999999935e-01,4.000000000000000000e+00
2.816799999999999859e-01,-9.964770000000000572e-02,3.000000000000000000e+00
-2.812839999999999785e-01,-1.564689999999999970e-01,2.000000000000000000e+00
1.240099999999999952e-01,5.521190000000000264e-01,1.000000000000000000e+00
1.266339999999999966e-01,-8.692709999999999326e-02,3.000000000000000000e+00
3.209529999999999883e-01,1.382490000000000108e-01,4.000000000000000000e+00
-3.381060000000000176e-01,-8.325169999999999793e-02,2.000000000000000000e+00
-3.249349999999999739e-01,3.194969999999999755e-01,2.000000000000000000e+00
-2.210729999999999917e-01,-1.937560000000000116e-01,2.000000000000000000e+00
3.996219999999999772e-01,1.372500000000000109e-01,4.000000000000000000e+00
7.330699999999999716e-02,4.054289999999999838e-01,1.000000000000000000e+00
